sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,predicted_path_num_trees,predicted_path_num_overlapping_trees,predicted_path_tree_positions,predicted_path_tree_rewards,predicted_path_tree_visibility,predict_time_spent,observe_time_spent,practice_sequence_time_spent
6890-5150f63e-4745-4b3b-ace5-bd8a5f717612,1488-7f32ebc3-6cf1-4875-bf6b-e9133f34f47a,1,trial_980,causal_selection,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",21210.0,6960.0,28173.0
4216-fc3c5135-7472-488e-90ca-4c06b5b9c92d,1488-7f32ebc3-6cf1-4875-bf6b-e9133f34f47a,2,trial_458,causal_selection,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",20023.0,6593.0,26619.0
0956-347cd17c-e0de-420f-954f-d86a56e86e04,1488-7f32ebc3-6cf1-4875-bf6b-e9133f34f47a,3,trial_761,causal_selection,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",8992.0,7509.0,16504.0
6868-1c45d660-89da-449e-873e-5bf33c7f55bb,1488-7f32ebc3-6cf1-4875-bf6b-e9133f34f47a,4,trial_536,causal_selection,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",19929.0,6401.0,26334.0
0890-e2e42748-80df-4254-b87e-01b78af31dbb,1488-7f32ebc3-6cf1-4875-bf6b-e9133f34f47a,5,trial_830,causal_selection,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,4,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",11573.0,7596.0,19171.0
0745-1b36fc7e-d718-48f8-a95b-999b5f2558b0,1558-28cd2fbe-ffd5-4e62-8fcc-f6a0f82a8e8c,0,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",36021.0,9626.0,45649.0
4591-5ae8edb9-2d70-4a78-aa0a-9c65558cd25c,1558-28cd2fbe-ffd5-4e62-8fcc-f6a0f82a8e8c,1,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",13058.0,8815.0,21876.0
0757-4e5cb508-3980-471e-a638-1ce75a0a5039,1558-28cd2fbe-ffd5-4e62-8fcc-f6a0f82a8e8c,2,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",12941.0,9205.0,22148.0
4711-b29cefce-41d2-4562-9dc3-14d564541856,1558-28cd2fbe-ffd5-4e62-8fcc-f6a0f82a8e8c,3,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",7788.0,8799.0,16588.0
8333-c4f5d326-1d2b-4667-89d0-836f67b0bdae,1558-28cd2fbe-ffd5-4e62-8fcc-f6a0f82a8e8c,4,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",10426.0,9641.0,20069.0
9777-88e61353-d836-4514-a6a9-6a661b62a062,1558-28cd2fbe-ffd5-4e62-8fcc-f6a0f82a8e8c,5,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",12596.0,9278.0,21876.0
3781-edb63d43-56b0-42a6-8e63-462189a5d4df,1662-de43066e-34e7-4feb-9fef-3e8935624c2e,0,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",49844.0,9216.0,59074.0
7215-9ec866b9-e929-42a5-9aee-e84051105d24,1662-de43066e-34e7-4feb-9fef-3e8935624c2e,1,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",23873.0,9616.0,33495.0
2147-e0d79fa9-2a45-437a-8fa3-694e0da2bbfb,1662-de43066e-34e7-4feb-9fef-3e8935624c2e,2,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",15751.0,8950.0,24706.0
9766-c2de68e5-05e8-4935-baf7-f0e79962a501,1662-de43066e-34e7-4feb-9fef-3e8935624c2e,3,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",34500.0,8814.0,43321.0
0741-6b05446e-3a17-4294-8799-da2cf80074b1,1662-de43066e-34e7-4feb-9fef-3e8935624c2e,4,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,1,"[[10, 9], [7, 8], [5, 9]]","[3, 8, 7]","[1, 1, 1]",43517.0,9601.0,53124.0
2572-d3e4c960-3495-48d4-94c0-725fbef9992d,1662-de43066e-34e7-4feb-9fef-3e8935624c2e,5,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",13413.0,9508.0,22929.0
2606-0c87b4c1-2dd8-4110-9844-0f82bf0f7243,1672-ceff546b-a799-44e2-8957-2aaa3c79fd9f,0,trial_761,environment_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",59409.0,9643.0,69059.0
9759-39fd78a3-e36a-4634-b399-121af3ea6863,1672-ceff546b-a799-44e2-8957-2aaa3c79fd9f,1,trial_458,environment_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",56085.0,8811.0,64900.0
6783-280cb737-25d3-4326-b5c5-2f2cc92a6ed6,1672-ceff546b-a799-44e2-8957-2aaa3c79fd9f,2,trial_536,environment_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",24537.0,8802.0,33343.0
7229-b81850ab-b0db-49e6-8d77-6af6aa30f7e2,1672-ceff546b-a799-44e2-8957-2aaa3c79fd9f,3,trial_830,environment_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,2,2,"[[10, 1], [9, 1]]","[2, 9]","[0, 0]",63356.0,9640.0,73003.0
6359-98690f8c-3d36-4fd1-800b-3f4b6f993c57,1672-ceff546b-a799-44e2-8957-2aaa3c79fd9f,4,trial_980,environment_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,2,"[[2, 1], [2, 6], [4, 8]]","[3, 1, 3]","[1, 0, 0]",48803.0,9204.0,58012.0
8702-afd47501-71fb-4247-8f27-715f820d4e21,1672-ceff546b-a799-44e2-8957-2aaa3c79fd9f,5,trial_806,environment_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,2,2,"[[1, 7], [4, 8]]","[8, 8]","[0, 1]",38702.0,9223.0,47929.0
0543-00a4ca3e-76cf-4ef4-9e4e-30dfdcb1fbf7,1683-261255b1-2cfc-46eb-820d-823ff616e5dd,0,trial_761,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",44199.0,9617.0,53821.0
6020-ea71c5dc-eab1-49dc-a693-d9b958217b27,1683-261255b1-2cfc-46eb-820d-823ff616e5dd,1,trial_458,trait_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,1,0,"[[5, 5]]",[6],[1],25668.0,8817.0,34489.0
5521-c74a5b5a-5861-4cbb-9c1b-69effdd5a0d0,1683-261255b1-2cfc-46eb-820d-823ff616e5dd,2,trial_830,trait_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,3,2,"[[10, 9], [10, 4], [8, 2]]","[3, 4, 6]","[1, 1, 0]",53056.0,9601.0,62662.0
1248-d704b003-16fc-4c55-8298-debbc8eeaac4,1683-261255b1-2cfc-46eb-820d-823ff616e5dd,3,trial_536,trait_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,1,"[[9, 10], [2, 8]]","[9, 1]","[1, 1]",22014.0,8802.0,30820.0
2226-d5f9d995-1ec8-4629-92cd-d2d323c881f4,1683-261255b1-2cfc-46eb-820d-823ff616e5dd,4,trial_980,trait_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",12390.0,9202.0,21596.0
6261-d33861c6-7105-4e81-8a71-2df6f8dca2a2,1683-261255b1-2cfc-46eb-820d-823ff616e5dd,5,trial_806,trait_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [3, 6], [4, 8]]","[5, 5, 8]","[1, 1, 1]",9584.0,9204.0,18791.0
2490-bfbb0a19-87d3-4e7a-b109-3ec72a9e2d31,1691-32bd9451-9448-49f4-bf4b-2f445c74a8f1,0,trial_536,trait_counterfactual,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,1,"[[9, 10], [9, 4]]","[9, 8]","[1, 0]",56892.0,8806.0,65705.0
6743-9a1ad8bd-c595-4785-9f12-f648d9796f28,1691-32bd9451-9448-49f4-bf4b-2f445c74a8f1,1,trial_458,trait_counterfactual,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,2,0,"[[10, 3], [10, 2]]","[2, 6]","[0, 0]",19538.0,8795.0,28337.0
4868-8a50ccc4-0469-407f-b9cf-064e7fe4319b,1691-32bd9451-9448-49f4-bf4b-2f445c74a8f1,2,trial_980,trait_counterfactual,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",65845.0,9207.0,75056.0
6373-849f63ed-34b0-464f-8eef-461942911723,1691-32bd9451-9448-49f4-bf4b-2f445c74a8f1,3,trial_761,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,4,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",25119.0,9598.0,34720.0
2235-4c12cd07-b0c6-40ab-bf89-e3399d8f5043,1691-32bd9451-9448-49f4-bf4b-2f445c74a8f1,4,trial_806,trait_counterfactual,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,3,2,"[[1, 2], [1, 7], [3, 6]]","[5, 8, 5]","[1, 0, 1]",50693.0,9226.0,59922.0
7862-e99137ec-e310-44c9-bf0c-cbe947fd3463,1691-32bd9451-9448-49f4-bf4b-2f445c74a8f1,5,trial_830,trait_counterfactual,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,4,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",34051.0,9605.0,43659.0
1534-0a79c1e8-6e9a-4c3f-bbbd-5fa4f4c8a99e,1728-d16af1a5-0287-4a6f-91bb-170cd83124f0,0,trial_980,environment_causal,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,2,0,"[[7, 3], [6, 4]]","[9, 5]","[1, 1]",23990.0,6592.0,30586.0
4672-96bd4698-46e8-4ec9-bf8e-38e82250a4d0,1728-d16af1a5-0287-4a6f-91bb-170cd83124f0,1,trial_830,environment_causal,optimist,"[10, 10]","[[5, 9], [8, 2], [6, 3], [1, 3], [10, 4], [7, 8], [10, 9], [3, 10], [10, 1], [9, 1]]","[7, 6, 9, 4, 4, 8, 3, 5, 2, 9]","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",10,10,10,20,4,"[[10, 9], [10, 4], [10, 1], [9, 1]]","[3, 4, 2, 9]","[1, 1, 0, 0]",18,False,2,0,"[[7, 8], [5, 9]]","[8, 7]","[1, 1]",12344.0,7003.0,19348.0
2920-a81e9088-107c-42c3-8787-f5099884f066,1728-d16af1a5-0287-4a6f-91bb-170cd83124f0,2,trial_761,environment_causal,pessimist,"[1, 1]","[[6, 6], [2, 8], [6, 4], [4, 2], [8, 8], [8, 9], [1, 4], [4, 4], [10, 8], [7, 10]]","[9, 7, 9, 5, 4, 4, 2, 4, 3, 8]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",10,10,10,20,4,"[[4, 2], [4, 4], [6, 4], [6, 6]]","[5, 4, 9, 9]","[1, 1, 1, 1]",27,True,3,3,"[[4, 4], [6, 4], [6, 6]]","[4, 9, 9]","[1, 1, 1]",7532.0,6999.0,14532.0
7611-8abad28e-5b8e-497c-affa-271e8dc76bee,1728-d16af1a5-0287-4a6f-91bb-170cd83124f0,3,trial_536,environment_causal,pessimist,"[10, 10]","[[8, 1], [3, 1], [6, 1], [9, 10], [4, 1], [5, 1], [5, 5], [3, 3], [9, 4], [2, 8]]","[4, 7, 1, 9, 1, 3, 8, 8, 8, 1]","[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,2,"[[9, 10], [5, 5]]","[9, 8]","[1, 1]",17,False,2,1,"[[9, 10], [9, 4]]","[9, 8]","[1, 0]",8748.0,6199.0,14949.0
7187-bdc9a2ce-7de1-4bc9-b103-63e14c530be1,1728-d16af1a5-0287-4a6f-91bb-170cd83124f0,4,trial_806,environment_causal,optimist,"[1, 1]","[[1, 2], [1, 7], [10, 4], [2, 10], [4, 8], [8, 2], [8, 5], [10, 9], [3, 6], [4, 4]]","[5, 8, 1, 5, 8, 3, 4, 6, 5, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1]",10,10,10,20,3,"[[1, 2], [1, 7], [4, 8]]","[5, 8, 8]","[1, 0, 1]",21,True,1,1,"[[4, 8]]",[8],[1],4195.0,6581.0,10777.0
0638-6ac2bb58-2a60-417c-a185-53d8e1451095,1728-d16af1a5-0287-4a6f-91bb-170cd83124f0,5,trial_458,environment_causal,pessimist,"[10, 10]","[[1, 2], [9, 4], [3, 10], [10, 3], [8, 7], [3, 2], [10, 2], [5, 5], [3, 1], [4, 6]]","[8, 5, 3, 2, 8, 4, 6, 6, 9, 7]","[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]",10,10,10,20,2,"[[8, 7], [4, 6]]","[8, 7]","[1, 1]",15,False,1,0,"[[10, 2]]",[6],[0],6970.0,6185.0,13156.0
9757-988b5b21-58fe-4ac9-a0d3-202a901e435c,1747-4c291ac1-9239-46c3-a152-b3416576a6f5,0,trial_980,causal_selection,optimist,"[1, 1]","[[6, 4], [8, 5], [9, 8], [2, 6], [4, 8], [2, 1], [1, 5], [10, 4], [7, 3], [5, 8]]","[5, 6, 4, 1, 3, 3, 3, 5, 9, 6]","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1]",10,10,10,20,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",7,False,3,3,"[[1, 5], [2, 6], [4, 8]]","[3, 1, 3]","[0, 0, 0]",31897.0,9222.0,41128.0
