sequence_id,game_id,trial_num,trial_name,condition,agent_type,agent_start_position,tree_positions,tree_rewards,tree_visibility,rows,cols,total_steps,berries_needed,agent_path_num_trees,agent_path_tree_positions,agent_path_tree_rewards,agent_path_tree_visibility,agent_path_reward,agent_path_succeeded,trait_counterfactual_slider,environment_counterfactual_slider,trait_causal_slider,environment_causal_slider,causal_selection_slider,observe_time_spent,evaluate_time_spent,judgment_sequence_time_spent
0458-73a8b1cf-0a15-414c-8dfa-d893fc28d372,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,11,trial_859,trait_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,10.0,,,,,7795.0,9570.0,17367.0
8518-484dcebd-9a0d-4758-b59b-4c2fdfb568b0,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,12,trial_269,trait_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,67.0,,,,,8703.0,5538.0,14242.0
7263-a2e6ff80-eaea-451f-b4ee-cd7d826e878a,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,13,trial_825,trait_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,8.0,,,,,8253.0,17861.0,26115.0
4079-eda56e17-bfec-44de-bd47-030d0fffaf56,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,14,trial_13_v2,trait_counterfactual,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,86.0,,,,,8693.0,7601.0,16295.0
6594-41f8dfff-7d36-4d9d-b922-4c8151a2c616,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,15,trial_374,trait_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,55.0,,,,,8691.0,7190.0,15882.0
5146-6c0345db-360e-4bcf-87c7-0bbc2e8d7542,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,16,trial_556,trait_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,59.0,,,,,8317.0,6109.0,14426.0
9572-1cf4aa43-1037-4e9a-804f-f70f90cbc3c3,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,17,trial_528,trait_counterfactual,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,77.0,,,,,8716.0,6660.0,15377.0
3546-d7e26725-b996-4d6c-a932-6fabd070d1ba,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,18,trial_629,trait_counterfactual,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,80.0,,,,,8700.0,15517.0,24218.0
0135-9524af68-fe4b-4c82-8b53-0f84b8194660,0738-d3d5bb7e-b3dd-4abe-9944-3df3a2e515df,19,trial_406,trait_counterfactual,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,29.0,,,,,8721.0,7400.0,16122.0
3042-9d426556-55e3-410e-bb07-b8af420302e6,0753-4a357549-00d9-4a69-a863-059c77803635,0,trial_859,trait_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,48.0,,,,,7842.0,16597.0,24441.0
0519-f6de8c4b-62c9-4962-b6a5-fbd7109085c9,0753-4a357549-00d9-4a69-a863-059c77803635,1,trial_269,trait_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,74.0,,,,,8729.0,7316.0,16047.0
5456-c212a7f9-77f0-46f1-be4a-fae972944aec,0753-4a357549-00d9-4a69-a863-059c77803635,2,trial_955,trait_counterfactual,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,50.0,,,,,9112.0,8678.0,17791.0
6549-c9b332c3-582b-4871-8895-ecbf375dce69,0753-4a357549-00d9-4a69-a863-059c77803635,3,trial_13_v2,trait_counterfactual,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,63.0,,,,,8734.0,14737.0,23472.0
2345-d6e27abf-5bf8-45b1-87ba-bfcc207f1423,0753-4a357549-00d9-4a69-a863-059c77803635,4,trial_406,trait_counterfactual,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,49.0,,,,,8709.0,10720.0,19430.0
1965-5a6f9766-6bae-4e65-8a95-4dc616745b37,0753-4a357549-00d9-4a69-a863-059c77803635,5,trial_989,trait_counterfactual,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,47.0,,,,,8713.0,7922.0,16636.0
3411-525bc51b-eb3e-4a87-9995-804499c29450,0753-4a357549-00d9-4a69-a863-059c77803635,6,trial_920,trait_counterfactual,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,1.0,,,,,8720.0,10207.0,18929.0
1452-f0eeeb15-cf51-4d28-9a6f-52e50d4d6f0d,0753-4a357549-00d9-4a69-a863-059c77803635,7,trial_894,trait_counterfactual,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,48.0,,,,,10319.0,7210.0,17530.0
1442-cf166696-aa64-45dd-8ab3-d002e2c02d86,0753-4a357549-00d9-4a69-a863-059c77803635,8,trial_82,trait_counterfactual,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,2.0,,,,,8746.0,8232.0,16979.0
3405-f2399a3b-3a4f-4a7b-aadf-13cc690c060c,0753-4a357549-00d9-4a69-a863-059c77803635,9,trial_553,trait_counterfactual,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,48.0,,,,,9140.0,10664.0,19805.0
7695-5d507c96-9ff6-4edf-a158-0e134a880c25,0753-4a357549-00d9-4a69-a863-059c77803635,10,trial_318,trait_counterfactual,optimist,"[10, 10]","[[1, 9], [9, 10], [3, 10], [9, 2], [2, 2], [8, 9], [2, 6], [9, 1], [3, 3], [6, 3]]","[9, 8, 4, 9, 6, 2, 8, 1, 4, 7]","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [8, 9], [1, 9]]","[8, 2, 9]","[1, 0, 1]",19,False,96.0,,,,,8699.0,12006.0,20706.0
7031-006dd998-5942-4ab9-ab00-794b642cb437,0753-4a357549-00d9-4a69-a863-059c77803635,11,trial_863,trait_counterfactual,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,51.0,,,,,8704.0,10275.0,18980.0
0942-4e205bed-ed30-4c13-a337-9d4f8bc100d2,0753-4a357549-00d9-4a69-a863-059c77803635,12,trial_629,trait_counterfactual,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,50.0,,,,,8712.0,7157.0,15870.0
0123-5111acc7-9da2-444a-ad6f-a562074c3746,0753-4a357549-00d9-4a69-a863-059c77803635,13,trial_825,trait_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,94.0,,,,,8280.0,9503.0,17784.0
0819-06be3487-72ab-4017-b198-e007b5895ca8,0753-4a357549-00d9-4a69-a863-059c77803635,14,trial_453,trait_counterfactual,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,93.0,,,,,9101.0,5910.0,15013.0
4784-1cd4ea61-4f00-48d3-9e54-c7f6b7685805,0753-4a357549-00d9-4a69-a863-059c77803635,15,trial_962,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,49.0,,,,,8325.0,14077.0,22403.0
2270-db391cae-1d6f-4093-8f37-ef7476e1a0ea,0753-4a357549-00d9-4a69-a863-059c77803635,16,trial_374,trait_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,48.0,,,,,8707.0,11171.0,19879.0
5593-ee4d46b5-75cd-4159-b290-307a8295e14e,0753-4a357549-00d9-4a69-a863-059c77803635,17,trial_740,trait_counterfactual,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,50.0,,,,,8744.0,8499.0,17245.0
4503-40f6219f-921a-4949-8404-ae7a8d03619b,0753-4a357549-00d9-4a69-a863-059c77803635,18,trial_528,trait_counterfactual,pessimist,"[1, 1]","[[5, 4], [6, 3], [8, 2], [10, 6], [8, 1], [7, 10], [7, 3], [10, 4], [6, 10], [4, 7]]","[7, 5, 4, 6, 8, 7, 9, 4, 6, 4]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[5, 4], [6, 3], [7, 3]]","[7, 5, 9]","[1, 1, 1]",21,True,48.0,,,,,8729.0,6606.0,15336.0
5022-ac74de64-4e8a-42ac-8046-98927d77c565,0753-4a357549-00d9-4a69-a863-059c77803635,19,trial_556,trait_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,71.0,,,,,8314.0,6883.0,15199.0
0707-46d2b064-4e13-48e7-aa05-6bb4452af09d,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,0,trial_406,trait_counterfactual,pessimist,"[1, 1]","[[4, 1], [2, 10], [2, 1], [5, 8], [8, 8], [10, 5], [1, 9], [1, 6], [6, 10], [5, 10]]","[2, 5, 1, 1, 1, 4, 8, 5, 6, 8]","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0]",10,10,10,20,3,"[[1, 6], [1, 9], [2, 10]]","[5, 8, 5]","[1, 1, 1]",18,False,45.0,,,,,8714.0,27019.0,35735.0
0041-76998c23-874a-46a7-8724-6022a9b41e25,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,1,trial_82,trait_counterfactual,pessimist,"[1, 1]","[[2, 7], [4, 8], [3, 6], [1, 8], [5, 4], [1, 3], [9, 7], [8, 2], [8, 4], [7, 3]]","[1, 2, 6, 7, 7, 5, 8, 7, 3, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 0, 1]",10,10,10,20,3,"[[1, 3], [5, 4], [7, 3]]","[5, 7, 8]","[0, 1, 1]",20,True,56.0,,,,,8709.0,24539.0,33249.0
8804-157a0ed0-c571-4592-8b27-d462adb9a0c5,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,2,trial_955,trait_counterfactual,pessimist,"[10, 10]","[[2, 2], [4, 8], [10, 5], [2, 8], [7, 9], [1, 5], [4, 10], [2, 6], [7, 2], [3, 8]]","[1, 1, 7, 8, 1, 4, 5, 4, 5, 6]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[4, 10], [4, 8], [3, 8], [2, 8]]","[5, 1, 6, 8]","[1, 1, 1, 1]",20,True,48.0,,,,,9102.0,7292.0,16396.0
4908-5e3b28b6-235e-4b69-ad09-316a48ed21e3,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,3,trial_13_v2,trait_counterfactual,optimist,"[10, 10]","[[7, 5], [5, 3], [4, 3], [9, 10], [1, 9], [1, 10], [6, 4], [1, 6], [1, 3], [5, 9]]","[4, 1, 1, 7, 7, 9, 3, 8, 9, 5]","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",10,10,10,20,3,"[[9, 10], [1, 10], [1, 9]]","[7, 9, 7]","[0, 0, 1]",23,True,60.0,,,,,8703.0,6960.0,15664.0
1592-e99babb2-9309-4377-8932-a9f9f0f985cb,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,4,trial_553,trait_counterfactual,optimist,"[10, 10]","[[3, 8], [4, 10], [3, 1], [9, 3], [6, 4], [5, 7], [8, 8], [10, 9], [6, 9], [4, 4]]","[7, 4, 6, 6, 1, 6, 8, 8, 5, 9]","[1, 0, 1, 0, 1, 1, 1, 1, 0, 1]",10,10,10,20,4,"[[10, 9], [8, 8], [6, 9], [4, 10]]","[8, 8, 5, 4]","[1, 1, 0, 0]",25,True,56.0,,,,,9153.0,7567.0,16721.0
8926-b845288e-0f59-4615-af89-dedd011d6427,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,5,trial_556,trait_counterfactual,pessimist,"[1, 1]","[[5, 9], [8, 6], [4, 8], [9, 8], [10, 2], [7, 8], [3, 5], [4, 1], [2, 8], [7, 1]]","[6, 3, 3, 5, 5, 2, 4, 2, 6, 2]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0]",10,10,10,20,2,"[[3, 5], [2, 8]]","[4, 6]","[1, 1]",10,False,47.0,,,,,8309.0,9128.0,17438.0
1177-007a3f69-f36b-461e-8ef4-7ade06ef43df,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,6,trial_962,trait_counterfactual,pessimist,"[1, 1]","[[6, 6], [3, 7], [10, 6], [4, 2], [9, 6], [7, 9], [5, 8], [1, 3], [4, 8], [2, 3]]","[3, 8, 3, 7, 2, 8, 6, 6, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]",10,10,10,20,2,"[[4, 2], [3, 7]]","[7, 8]","[1, 1]",15,False,70.0,,,,,8300.0,8434.0,16735.0
1848-8de56fab-236a-46a9-8fdb-7c21e1cea8b4,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,7,trial_629,trait_counterfactual,optimist,"[1, 1]","[[6, 9], [3, 8], [2, 4], [1, 6], [10, 3], [9, 1], [4, 8], [5, 2], [7, 2], [6, 1]]","[7, 9, 3, 5, 5, 7, 6, 9, 4, 7]","[1, 0, 1, 1, 1, 1, 0, 0, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 1], [9, 1]]","[9, 7, 7]","[0, 0, 1]",23,True,41.0,,,,,8703.0,14705.0,23409.0
7187-e9d46d7d-18ed-4a8a-abf1-aeb2428f845e,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,8,trial_894,trait_counterfactual,optimist,"[10, 10]","[[5, 8], [7, 8], [7, 2], [9, 8], [10, 6], [5, 10], [5, 6], [9, 9], [6, 10], [8, 8]]","[2, 8, 4, 4, 6, 7, 6, 1, 2, 1]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,7,"[[9, 9], [9, 8], [8, 8], [7, 8], [5, 8], [5, 10], [6, 10]]","[1, 4, 1, 8, 2, 7, 2]","[1, 1, 1, 1, 1, 0, 0]",25,True,69.0,,,,,10309.0,10284.0,20594.0
9949-5411e2e5-1ce4-4182-90ac-f09ecf4a377e,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,9,trial_920,trait_counterfactual,optimist,"[1, 1]","[[1, 5], [2, 3], [9, 9], [3, 7], [5, 6], [9, 3], [9, 10], [2, 10], [10, 9], [1, 9]]","[5, 7, 4, 6, 3, 2, 9, 8, 2, 7]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]",10,10,10,20,3,"[[1, 5], [1, 9], [2, 10]]","[5, 7, 8]","[1, 1, 0]",20,True,64.0,,,,,8695.0,8362.0,17058.0
2766-11592329-ed73-4dea-b1a8-2c327eae1766,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,10,trial_740,trait_counterfactual,pessimist,"[1, 1]","[[7, 5], [7, 1], [3, 5], [8, 7], [7, 7], [3, 3], [5, 2], [2, 9], [1, 2], [1, 9]]","[8, 2, 6, 7, 1, 4, 8, 3, 8, 3]","[1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[1, 2], [5, 2], [7, 5]]","[8, 8, 8]","[1, 1, 1]",24,True,44.0,,,,,8705.0,7369.0,16075.0
8512-01112952-606b-4bf4-ad4a-2ce481fd0049,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,11,trial_989,trait_counterfactual,pessimist,"[1, 1]","[[2, 9], [8, 9], [8, 10], [4, 8], [5, 7], [8, 6], [7, 4], [1, 6], [1, 10], [2, 10]]","[1, 2, 4, 9, 7, 8, 3, 7, 5, 9]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",10,10,10,20,3,"[[1, 6], [1, 10], [2, 10]]","[7, 5, 9]","[0, 1, 1]",21,True,59.0,,,,,8695.0,7180.0,15876.0
8075-66c07bbf-9d82-4766-9dde-76e012256e98,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,12,trial_863,trait_counterfactual,optimist,"[1, 1]","[[4, 8], [2, 6], [9, 7], [10, 2], [3, 10], [6, 7], [6, 5], [7, 5], [3, 6], [5, 2]]","[6, 8, 1, 7, 2, 9, 1, 8, 1, 7]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",10,10,10,20,3,"[[5, 2], [6, 5], [7, 5]]","[7, 1, 8]","[0, 1, 1]",16,False,50.0,,,,,8708.0,7267.0,15976.0
2774-691b14a2-1117-47ee-aa01-dafc73810e9c,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,13,trial_859,trait_counterfactual,pessimist,"[1, 1]","[[9, 5], [8, 1], [1, 2], [2, 8], [2, 7], [6, 10], [8, 5], [5, 7], [10, 9], [6, 8]]","[4, 5, 6, 8, 1, 1, 4, 7, 9, 6]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",10,10,10,20,3,"[[1, 2], [2, 7], [2, 8]]","[6, 1, 8]","[1, 1, 1]",15,False,32.0,,,,,7812.0,10299.0,18112.0
8511-1b47e619-27b4-46ee-990a-560a4435ba3a,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,14,trial_825,trait_counterfactual,optimist,"[10, 10]","[[10, 4], [3, 1], [10, 7], [3, 5], [7, 4], [1, 6], [1, 10], [5, 4], [2, 10], [6, 7]]","[5, 8, 7, 7, 4, 2, 7, 8, 8, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[10, 7], [10, 4], [7, 4]]","[7, 5, 4]","[1, 0, 1]",16,False,52.0,,,,,8248.0,8716.0,16965.0
6036-c795ecd4-c335-4603-bc2d-b59f5cc38074,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,15,trial_453,trait_counterfactual,optimist,"[1, 1]","[[3, 6], [1, 7], [1, 2], [9, 4], [6, 5], [6, 6], [2, 3], [10, 1], [5, 7], [10, 6]]","[8, 6, 3, 7, 9, 3, 4, 7, 8, 8]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 1]",10,10,10,20,4,"[[1, 2], [2, 3], [6, 5], [6, 6]]","[3, 4, 9, 3]","[1, 0, 1, 0]",19,False,39.0,,,,,9103.0,7413.0,16517.0
3355-f4bd305a-7e0e-4231-91e5-a4992a200658,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,16,trial_374,trait_counterfactual,optimist,"[1, 1]","[[8, 2], [3, 5], [1, 5], [9, 9], [5, 6], [5, 3], [10, 8], [6, 4], [8, 3], [4, 10]]","[3, 8, 4, 4, 2, 3, 3, 4, 6, 3]","[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",10,10,10,20,3,"[[5, 3], [8, 3], [8, 2]]","[3, 6, 3]","[0, 0, 0]",12,False,30.0,,,,,8716.0,6819.0,15536.0
6426-2b74a3a6-549c-4462-89ad-25ad5774cb99,0761-d8c119a1-505c-4ee8-9226-54c9397e759e,17,trial_269,trait_counterfactual,pessimist,"[1, 1]","[[3, 4], [2, 5], [9, 1], [3, 9], [10, 9], [5, 1], [5, 10], [3, 7], [5, 4], [6, 7]]","[4, 7, 2, 8, 4, 6, 9, 7, 3, 3]","[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]",10,10,10,20,3,"[[3, 4], [3, 7], [3, 9]]","[4, 7, 8]","[1, 1, 1]",19,False,61.0,,,,,8702.0,6977.0,15681.0
