game_id,condition,start_instruction_ts,start_practice_ts,start_experiment_ts,end_experiment_ts,practice_procedure_time_spent,evaluation_procedure_time_spent,comprehension_attempts,age,gender,race,ethnicity,judged_difficulty,browser,input_device,feedback,technical_difficulties
6413-0a6af6d1-44e7-4a49-9cf9-4fc81d171630,environment_causal,1705713262138.0,1705713990305.0,1705714376108.0,1705714751477.0,385803.0,375369.0,0,54,Female,White,Non-Hispanic,4,firefox,Trackpad,I had fun doing this ,none 
6447-d6777ee1-7096-494e-8334-382c4788e0fe,causal_selection,1705617138224.0,1705617444763.0,1705617772905.0,1705618309397.0,328142.0,536492.0,0,28,Male,Asian,Non-Hispanic,1,chrome,Mouse,Predicting Hope and Prudence's path was fun.,
6545-a60750ce-853b-457b-a528-b44715d97679,causal_selection,1705617684451.0,1705617875460.0,1705618132418.0,1705618469810.0,256958.0,337392.0,0,27,Female,White,Non-Hispanic,2,edge-chromium,Trackpad,I tried to think of the characters as real people,
6567-a24e57e7-13fd-4086-8cb8-e2ac1ebce429,environment_counterfactual,1705720297777.0,1705720575743.0,1705720881245.0,1705721442511.0,305502.0,561266.0,0,35,Female,Asian,Non-Hispanic,1,safari,Trackpad,I understood how Hope and Prudence worked and then responded accordingly,none
6603-70f7ea07-c37d-499d-9662-d6f30692cac1,trait_causal,1705712735283.0,1705712831838.0,1705713597054.0,1705714314538.0,765216.0,717484.0,6,43,Female,Multiracial/Mixed,Hispanic,4,chrome,Mouse,thanks,
6666-92a685ac-8490-47fb-ae0b-e18b50ca9a82,causal_selection,1705625908837.0,1705626153874.0,1705626410106.0,1705626797100.0,256232.0,386994.0,0,28,Female,White,Non-Hispanic,1,chrome,Trackpad,I kept in mind Hope being optimistic and Prudence being pessimistic about mystery bushes.,
6673-31de6693-ea3b-4920-958e-f0caaa531a5d,trait_causal,1705711533206.0,1705711811806.0,1705712204183.0,1705712584567.0,392377.0,380384.0,0,64,Female,Black/African American,Non-Hispanic,1,chrome,Mouse,I did have a lot of fun!,
6691-874fb0c2-e90e-4c43-a857-3e29e5b62c63,trait_causal,1705713060419.0,1705713157069.0,1705713394288.0,1705713706248.0,237219.0,311960.0,0,22,Female,White,Non-Hispanic,2,chrome,Trackpad,It was cool I used my opinions,no
6696-77b7dbc3-624a-4c35-9bdd-3158268bb56c,trait_causal,1705710782222.0,1705710898949.0,1705711247341.0,1705711786668.0,348392.0,539327.0,1,31,Female,White,Non-Hispanic,1,edge-chromium,Trackpad,"I would look at how many mystery bushes they selected, and compare to alternate routes they could have taken and whether or not they could have met their quota if they took a more pessimistic or optimistic route. ",N/A
6739-109ea073-8454-495f-ac00-b8df5b4fc4d7,environment_causal,1705713392106.0,1705713563752.0,1705714004911.0,1705714845912.0,441159.0,841001.0,0,34,Male,White,Non-Hispanic,2,chrome,Trackpad,Just looking at what was available in the sides they picked.,
6772-fd6db4cb-dd66-4ab7-b8f9-f959a4c2964d,trait_causal,1705713578643.0,1705713858362.0,1705714035305.0,1705714391420.0,176943.0,356115.0,0,28,Female,Black/African American,Non-Hispanic,1,chrome,Trackpad,I took into account what hope and prudence's outlooks are. This was a very fun and interesting study.,
6852-bb9dc85d-7d34-4b21-85a5-9d29531fad3c,environment_counterfactual,1705721979760.0,1705722134306.0,1705722421257.0,1705722780783.0,286951.0,359526.0,1,42,Male,Multiracial/Mixed,Non-Hispanic,5,chrome,Mouse,To whom it may concern: Thank you for letting me participate in this study.,I had no technical problems.
7007-5a2e5658-e28e-4007-9661-379ce4abced8,environment_causal,1705714050374.0,1705714266663.0,1705714516109.0,1705714960165.0,249446.0,444056.0,0,29,Female,White,Non-Hispanic,3,chrome,Mouse,I tried to gauge whether Hope and Prudence would take advantage of the mystery bushes or not. I also looked at where the most amount of berries were concentrated on the grid.,
7076-b16dcfdd-0070-42f9-92ab-5a28032fbca3,environment_counterfactual,1705720094764.0,1705720283570.0,1705720574204.0,1705721187376.0,290634.0,613172.0,0,31,Female,White,Non-Hispanic,3,chrome,Mouse,I tried to calculate any possible amounts from the possible paths.,
7077-32aeff03-c38c-483e-98b3-754f5c7fdc27,causal_selection,1705616126928.0,1705616294691.0,1705616556931.0,1705617036046.0,262240.0,479115.0,1,31,Male,White,Non-Hispanic,3,chrome,Mouse,"I assigned an EV of 5 to the ? squares. I had trouble deciding where to put the slider in that I was not sure if blaming on ""Starting Location"" could mean that there was no possible solution with an EV of 20+ or if assigning blame to Start Location was only relative to other Starting Location / not inclusive of neither Starting Location being a fruitful seed",I did not encounter any issues.
7116-e92e5d28-7ab6-4e36-9d09-692bba60a140,causal_selection,1705626037804.0,1705626211579.0,1705626493945.0,1705627100769.0,282366.0,606824.0,1,54,Female,White,Non-Hispanic,1,chrome,Mouse,,
7250-88878520-0ad3-4377-8f6f-2b0142b256a5,trait_causal,1705712731753.0,1705712993317.0,1705713330963.0,1705713815690.0,337646.0,484727.0,0,41,Female,Multiracial/Mixed,Hispanic,2,chrome,Trackpad,Thank you for allowing me to participate!,
7361-8ad53a21-f31a-4acb-8a01-7e64f2529a77,trait_causal,1705712423922.0,1705712651225.0,1705712937626.0,1705713293219.0,286401.0,355593.0,0,30,Male,White,Non-Hispanic,1,chrome,Mouse,"The main thing that influenced how I decided to respond was if I was able to find out what was behind the ""?"" bushes. I then could say if the farmers tactics played more or less into the success of gathering berries.",
7387-1b13314d-57d7-4918-9144-8099e8c09680,causal_selection,1705617529912.0,1705618009475.0,1705618724929.0,1705620099790.0,715454.0,1374861.0,0,55,Female,Black/African American,Non-Hispanic,2,chrome,Mouse,"The factors that influenced how I decided to respond included how I viewed Hope as being an optimistic farmer and Prudence as being a pessimistic farmer. I felt that Hope was definitely willing to take the chance with harvesting the mystery trees and that they were going to use a harvesting path that held as many mystery trees that they could reach in ten steps. While on the other hand with Prudence being a pessimistic and believing that the mystery trees weren't going to hold many berries, I felt that they would only harvest the mystery trees if they were directly in the harvesting path of ten steps. Hope would go out of their way to harvest these mysteries trees and Prudence wanted to spend their time harvesting the trees that they knew had produced the most berries in the path!",I did not encounter any technical difficulties whatsoever - and I had a good amount of productive fun participating in your experiment!
7388-d4dc180c-051e-46ca-b652-a167b1f3e631,trait_counterfactual,1705716479419.0,1705716731875.0,1705716979880.0,1705717369039.0,248005.0,389159.0,0,34,Female,White,Non-Hispanic,3,chrome,Trackpad,It was interesting to see if I guessed right,NO
7479-9fe15861-f508-4818-87a7-59d5cac168f4,environment_counterfactual,1705716759444.0,1705716939181.0,1705717175548.0,1705717827427.0,236367.0,651879.0,0,32,Male,White,Non-Hispanic,1,chrome,Mouse,"I could easily determine the likely path for each one then I just had to calculate if there were enough berries to succeed or not I thought it was rather simple, for the mystery berry bushes I just included the uncertainty in my guess.",No problems.
7552-0db1588f-a973-453a-9d5d-d7a2f544cd4f,environment_causal,1705713453707.0,1705713613664.0,1705713902005.0,1705714369094.0,288341.0,467089.0,0,50,Male,White,Non-Hispanic,2,chrome,Mouse,,
7588-ac208818-c914-478c-9099-7922ddd12c8c,environment_causal,1705715321588.0,1705715349663.0,1705715516196.0,1705715931813.0,166533.0,415617.0,0,28,Male,White,Non-Hispanic,1,chrome,Mouse,It was quite interesting. ,I got sent back and then had to click through again. 
7753-5af2ace5-3cc4-484a-8192-65accf38458e,trait_counterfactual,1705716528507.0,1705716543779.0,1705716682626.0,1705717141823.0,138847.0,459197.0,0,26,Male,White,Non-Hispanic,1,chrome,Mouse,I responded based on the number of berries they would get depending on which path they took. If they wouldve maybe gotten  more being pessimistic or optimistic I'd call that a win or a failure respectfully.,"I did have to switch browsers a few times to get the second half of this survey to work, but I was not using chrome at first and that's my own error, but it does not work on other browsers."
7826-5d4e49d9-504b-4f7b-87db-6d147670e61d,environment_counterfactual,1705724177893.0,1705724286378.0,1705724478722.0,1705724880578.0,192344.0,401856.0,0,35,Male,White,Non-Hispanic,1,chrome,Mouse,,
7878-426762ed-7664-46ad-b4c1-17cdef67a4e5,trait_counterfactual,1705716594304.0,1705716925604.0,1705717503392.0,1705718617720.0,577788.0,1114328.0,0,55,Male,White,Non-Hispanic,3,firefox,Trackpad,I just counted the tiles as the prudent or hopeful character would select. I found it to be novel and entertaining. Thank you for making this experiment!,none.
7945-19325ca8-5d1f-4385-8fd3-d22e272de228,environment_counterfactual,1705720879868.0,1705721052994.0,1705721367606.0,1705722534904.0,314612.0,1167298.0,0,41,Female,White,Non-Hispanic,3,chrome,Trackpad,There were so many factors to consider!!,
8041-8b67f600-d2cf-4a0e-a6da-13a7aabfc98f,causal_selection,1705628411788.0,1705628550749.0,1705628940330.0,1705629694853.0,389581.0,754523.0,1,45,Female,Black/African American,Non-Hispanic,1,chrome,Trackpad,,
8178-a0d93921-4254-4133-9f95-d881175185b9,environment_causal,1705711822779.0,1705712127222.0,1705712375847.0,1705712824055.0,248625.0,448208.0,0,35,Female,White,Non-Hispanic,2,chrome,Mouse,,
8267-f959567f-4761-4e9b-b3bf-ddaf1dad04b4,trait_counterfactual,1705719701865.0,1705719935900.0,1705720191702.0,1705720532938.0,255802.0,341236.0,0,22,Female,Asian,Non-Hispanic,3,chrome,Trackpad,Thank you,
8317-e4690949-ab29-4112-aacd-6aeb8793322e,trait_counterfactual,1705716719523.0,1705716848187.0,1705717077944.0,1705717456228.0,229757.0,378284.0,0,36,Male,White,Non-Hispanic,1,chrome,Trackpad,If they got the berry amount needed then they were not wrong with their mind set. ,no
8333-f0ad22b6-c46d-4028-b2b8-2243344b78a9,environment_causal,1705713316296.0,1705713465449.0,1705714195712.0,1705714836075.0,730263.0,640363.0,0,33,Female,Black/African American,Non-Hispanic,2,chrome,Trackpad,I like the gamification aspect of the study and also trying to see if I could guess each possible outcome.,
8346-7b9a5110-0461-409d-bb06-81d432fd0123,trait_counterfactual,1705718271004.0,1705718416201.0,1705718764129.0,1705719440704.0,347928.0,676575.0,1,41,Female,White,Non-Hispanic,1,safari,Trackpad,I just did my best to make sure that I assessed each situation so that the max amount of berries was possible/harvested.,No technical difficulties - and I took this on Safari :)
8398-e1fd5571-f1e2-4032-bec2-042416ca33e2,environment_counterfactual,1705720203956.0,1705720322278.0,1705720551753.0,1705720982549.0,229475.0,430796.0,0,26,Non-binary,Asian,Non-Hispanic,4,chrome,Mouse,I had a hard time visualizing paths between the north and south paths. I realize that I was unconsciously avoiding the path s that were already taken (so that there was no overlap). ,
8421-6b2afc52-07e4-4b1d-8c6f-fb9b2e06e8c7,environment_counterfactual,1705721923161.0,1705722139362.0,1705722515913.0,1705722876744.0,376551.0,360831.0,3,28,Female,Black/African American,Non-Hispanic,2,chrome,Trackpad,great survey and very fun,
8656-847026bf-b06f-4065-8b15-0037b077c591,trait_causal,1705712952370.0,1705713183002.0,1705713410552.0,1705713789393.0,227550.0,378841.0,0,33,Male,White,Non-Hispanic,2,chrome,Mouse,If the farmer would of done better by either choosing or not choosing their path determined how I scored them.,
8669-a56023b5-8e6f-4186-af44-c47eefdc6460,environment_counterfactual,1705721586088.0,1705721668599.0,1705721890290.0,1705722272484.0,221691.0,382194.0,0,28,Female,Asian,Non-Hispanic,3,chrome,Trackpad,Counting. Fun,
8672-a455346b-8003-4cde-a10d-8636732bf375,environment_counterfactual,1705717106537.0,1705717132843.0,1705717459395.0,1705718023202.0,326552.0,563807.0,6,36,Male,White,Non-Hispanic,1,chrome,Mouse,,
8861-daa0c306-848e-4fc3-8358-aab8c5191839,trait_causal,1705713045490.0,1705713498879.0,1705713858658.0,1705714484737.0,359779.0,626079.0,0,26,Male,Black/African American,Non-Hispanic,2,chrome,Trackpad,Whether it was possible to get enough berries without the mystery trees influenced my response. It was a nice study overall. ,I did not see any technical difficulties. 
8888-d52c48ab-d2b6-4581-ac6b-2fd778057a7b,causal_selection,1705626273071.0,1705626656209.0,1705626962993.0,1705627331019.0,306784.0,368026.0,4,39,Male,Black/African American,Non-Hispanic,4,chrome,Mouse,The experiemnt is an interesting one. Thanks ,I did not encounter any technical difficulty 
8953-1e6a95fb-cb2d-455a-b4d5-e5a8f34e55ae,trait_counterfactual,1705718089869.0,1705718116873.0,1705718256402.0,1705718579723.0,139529.0,323321.0,0,50,Male,White,Non-Hispanic,2,firefox,Trackpad,None,
8993-345f3923-5614-4a53-ad9f-dc2598580da5,trait_counterfactual,1705813586141.0,1705813787583.0,1705814015524.0,1705814381205.0,227941.0,365681.0,0,50,Female,Asian,Non-Hispanic,1,chrome,Touch Screen,I really tried to get into the minds of Hope and Prudence and predicted their outcomes. This was a fun study!,
9352-f93c53cb-6933-468d-8359-3236f70f463a,trait_causal,1705711474520.0,1705711765938.0,1705712129858.0,1705712560249.0,363920.0,430391.0,0,32,Female,Black/African American,Non-Hispanic,2,chrome,Mouse,"I looked at what was available for the plots and if they could have taken different routes to do better (or not), and then, based on that, I rated the strength of the failure or success.",No technical difficulties.
9398-aaaba835-062c-4bca-8158-241b810a1cbc,causal_selection,1705626062198.0,1705626175224.0,1705626406799.0,1705626783167.0,231575.0,376368.0,0,22,Female,White,Non-Hispanic,1,chrome,Trackpad,,
9537-caba39d0-8580-4bcb-a252-ead982586194,environment_causal,1705713668941.0,1705713804272.0,1705713996591.0,1705714320326.0,192319.0,323735.0,0,37,Female,White,Non-Hispanic,1,chrome,Mouse,,
9548-1dd6494d-8a10-4551-852d-6bd36eefaf76,trait_causal,1705711926937.0,1705712147287.0,1705712492901.0,1705712867620.0,345614.0,374719.0,0,26,Female,White,Non-Hispanic,3,chrome,Trackpad,"If there were two path options that had a similar amount of trees along the path (or that looked like they could yield a similar result) and, for example, Hope chose the one with the mystery trees over the trees with a known amount of fruit, I would factor that into my choice. So if Hope picked her usual optimistic path and failed to get 20 fruits, but there was another path with a known number of fruits, I would say that her optimism caused her failure to a greater extent. The same went for Prudence, but if she chose the known path over the mystery trees and failed.",
9618-1da6e37b-dcc6-4302-b31a-d3acef6e78f1,environment_causal,1705713259966.0,1705713382004.0,1705713667687.0,1705714928461.0,285683.0,1260774.0,0,28,Female,Asian,Non-Hispanic,1,chrome,Mouse,I considered different paths that could have been taken.,
9670-60349d28-7d61-46a0-9778-a116cb4f4806,causal_selection,1705626101131.0,1705626322953.0,1705626549405.0,1705626949837.0,226452.0,400432.0,0,23,Male,White,Hispanic,2,firefox,Mouse,,
9807-5a157803-1c81-4ccd-80cd-64211d054617,trait_causal,1705712065294.0,1705712462478.0,1705712768237.0,1705713061919.0,305759.0,293682.0,0,33,Female,Black/African American,Non-Hispanic,1,chrome,Trackpad,I enjoyed participating in the game. I looked at the proximity of the character's start position to the mystery trees to determine whether or not their optimism or pessimism caused their success or failure.,I didn't experience any technical difficulties.
9836-2a4ff39c-535a-406e-9b86-b4b96bb3e0fc,causal_selection,1705618397775.0,1705618630138.0,1705618918995.0,1705619740268.0,288857.0,821273.0,0,29,Female,White,Non-Hispanic,1,chrome,Trackpad,I examined each scenario for all of the possible paths the farmers could have taken to determine whether I felt that they succeeded/failed based on location or optimism/pessimism. This study was a lot of fun! ,
9859-f06190b9-b184-4175-ab56-e230caf45a57,causal_selection,1705626038124.0,1705627177916.0,1705627598374.0,1705628697327.0,420458.0,1098953.0,0,43,Female,Black/African American,Non-Hispanic,1,chrome,Trackpad,"Initially, I thought about what I would do. I quickly learned this was not working. I then paid attention to what the players did and recalled the information I was givin at the beginnng about their harvesting styles.  I ahve no additional feedback.",N/A
9935-f558cebf-38f6-4c3e-ae06-303ec83529f3,trait_causal,1705711993474.0,1705712114301.0,1705712427876.0,1705712745382.0,313575.0,317506.0,0,31,Female,White,Non-Hispanic,2,chrome,Mouse,,
